hist_text_classic,true_label,predicted_label,result,n_words
"Daredevil had learned that Killgrave had forced Glenn to become a criminal, and the crime fighter had a confrontation with the Purple Man at Ryker's Island Prison. Killgrave realized that Daredevil was blind and correctly guessed that he was Matthew Murdock. Their confrontation ended when Killgrave plunged into the sea and seemingly drowned. Killgrave survived, but the experience of this latest defeat radically altered his outlook on life. He realized that there was no need for him to engage in criminal conspiracies and battles with costumed crime fighters since he could get anything he wanted by using his power. Therefore, Killgrave retired from crime and became a gentleman of leisure.   One day a car being used by two underlings of the Kingpin of Crime to make a major delivery of illegal narcotics accidentally collided with Killgrave's purple Rolls Royce on a New York City street. Angered, Killgrave used his power to compel the two criminals to fight each other; the police arrived and confiscated the heroin. The Kingpin had Killgrave brought to him, and the Kingpin too proved to have the strength of will necessary to resist the Purple Man's power. The Kingpin forced the Purple Man to aid him in selling a death trap for various New York-based costumed crime fighters. Due to the increase in the Purple Man's power over time, plus the use of a sound system that amplified his voice, not even Daredevil could resist any longer. However, wearing ear plugs so he could not hear the Purple Man's voice, the Moon Knight knocked the Purple Man unconscious. Killgrave was then taken into police custody.   But Killgrave somehow regained his freedom. Later, while relaxing on an island in Polynesia, he was captured by Doctor Doom, who imprisoned Killgrave within a gigantic psycho-prism he had constructed on Doom Island. Doom magnified the Purple Man's will-sapping power and manipulated it to make himself the master of Earth, also using the help of Sub-Mariner. Virtually every one on Earth was compelled by the Purple Man's power to obey Doom, and he succeeded in capturing a number of crime fighting superheroes. The Sub-Mariner himself was also enslaved.  Due to his unusual physiology, the Avenger Wonder Man was unaffected, however, and was able to free Captain America from Doom's mental control, who in turn freed Hawkeye, Iron Man and the Wasp. Together they freed the other captured superheroes. Infuriated at having been enslaved by Doom, the Sub-Mariner smashed the psycho-prism, thereby both killing Kiligrave and freeing the world from Doom's control.   Killgrave was revealed that he was the mastermind behind XMan (Nate Grey)'s sudden celebrity status as a miracle worker.",Marvel Comics,Marvel Comics,Correct,439
"Chris Bradley lived the life of a normal teenager until the day his mutant nature first manifested. This drew the attention of the mutant heroes the XMen, two members of which - Gambit and Jean Grey - were sent to monitor Chris. At school, Chris found himself unable to control his electricity-based powers and was overwhelmed, falling unconscious in the school's bathroom. He was found by Gambit and Jean who subsequently took him home. With his parents' blessing, Chris went to live with the XMen at their mansion home. There, Chris trained with them in the use of his powers, and began to form close friendships with several of the XMen, particularly Iceman. Eventually, Chris proved able to control his powers, but on the eve of his return home, the XMan Beast discovered that Chris had contracted the mutant-killing Legacy Virus. A despondent Chris still sought to return to a normal life, and although alienated from his best friend, Chris found acceptance in his classmate Donna Funaro, who did her best to understand his situation, and they soon fell in love. After public anti-mutant sentiments grew to a near-fever pitch, Chris' parents were forced to take him out of school. On a visit to the only clinic willing to help those infected with the Legacy Virus, they stumbled upon members of the anti-mutant Friends of Humanity movement who were intending to bomb the clinic. They were saved by the mutant mercenary Maverick (Christoph Nord), who was also infected with the Virus. With the Friends defeated, Chris used his powers to help defuse the bomb. Maverick then provided Chris with contact details should he ever need Maverick's help in the future. Later, Chris' home was burned down by mutant-haters, and he angrily sought revenge on the Friends, whom he believed to be the perpetrators. Iceman sought to stop him, but Chris rejected his offer of help, feeling that the XMen had abandoned him. Instead, Chris sought out Maverick, unwittingly leading the Friends to confront them. Aided by Iceman and the feral XMan Wolverine, they defeated the Friends, after which Maverick arranged for Chris and his family to be given new identities as the Johnsons and relocated to Altamonte Springs, Florida. Maverick also had his old ally, Doctor James Keller, begin analyzing Chris' condition.  Chris settled into his new life as Brian Johnson, though the Legacy Virus soon affected his control over his powers. Eventually, Chris ran away from home to New York to be reunited with Donna, but became the target of the Friends once more. Saved by Maverick and Russian telepath Elena Ivanova, they were soon joined by Wolverine in opposing the Friends.",Marvel Comics,Marvel Comics,Correct,443
"Clea feared that if Dormammu fell as ruler of the Dark Dimension, dimensional barriers would weaken and the realm would be ravaged by the Mindless Ones. Clea thus sought to prevent the duel, but Strange would not yield. Dormammu easily outmatched Strange, but in the process lost just enough of his energies that the Mindless Ones were able to invade. Seeking to save the Dark Dimension's denizens, Strange lent Dormammu enough power to restore the barrier. Enraged by his own weakness, Dormammu felt honor-bound to spare Strange, who in turn bargained with him to spare both the Earth-Realm and the attractive Clea. The vengeful Dormammu never forgot the humiliation, however, and became one of Strange's most implacable enemies.  Shortly after, Strange joined several superheroes in battle against the powerful mutate Sundown. Now more involved with the superhero community, he became a special consultant to prominent super-teams such as the Fantastic Four, the XMen, and the Avengers. Months after attending the wedding of Reed and Sue Richards, Strange was reunited with his own love, Clea, who came to live with him in New York.  Later, Strange was exiled to a hostile dimension by Asmodeus, who took the doctor's form in an attempt to catch the Ancient One by surprise. Prevented from returning to the Earth-Realm by metaphysical law so long as Asmodeus occupied his form, Strange adopted a new form with a full-face mask (perhaps emulating his superhero allies). After defeating Asmodeus, Strange retained the new appearance to preserve his anonymity. After carelessly revealing his name during a battle with Nightmare, the cosmic Eternity, whom Strange was aiding at the time, agreed to return Strange's anonymity by altering all relevant earthly documents and memories bearing the name ""Stephen Strange"" to ""Stephen Sanders.""  Strange next resisted the invading Undying Ones, a race of demons that had once dominated the Earth, and were led by the infernal Nameless One. To face the onslaught, Strange manipulated Prince Namor of Atlantis and the monstrous Hulk into aiding him. With the Undying Ones defeated, Strange seemed to believe the world safe from further incursion. Strange was troubled by his arrogant exploitation of Namor and the Hulk, however, and decided to forego magic and return to medicine as a consultant, selflessly performing the duties once thought beneath him.  Strange's return to medicine lasted only a few weeks. After Baron Mordo tried to kill him, Strange returned to sorcery and defeated Mordo with the help of the Ancient One. The Ancient One, for reasons of his own, reversed Eternity's spell, restoring the name ""Stephen Strange"" to the world's records and memories.",Marvel Comics,Marvel Comics,Correct,433
"Night Thrasher's parent's were killed in front of him when he was very young. He started to hate lawbreakers, and began to train in the martial arts in order to punish them. He forgot about how his parents died and the face of their killer. He later learned that his parents had been killed as part of a plan orchestrated by an elderly Asian women named Tai. During the day, he ran the Taylor Foundation. By night, he trained and began to patrol the streets. Dwayne met two other vigilantes, Silhouette and Midnight's fire, and the three began to try to lessen the gang population in New York. Both vigilantes were the children of Dwayne's guardian, Andrew Chord.",Marvel Comics,Marvel Comics,Correct,118
"Subsequently learning that Cyclops was still alive, Cable and Jean tracked him down to Egypt. Jean forcibly removed Apocalypse's essence from Cyclops' body, allowing Cable to seemingly destroy it. His purpose in life apparently complete, Cable returned to his mercenary ways, eventually forming the Underground resistance movement to oppose the clandestine Weapon X Project. A failed infiltration attempt of the Neverland mutant concentration camp saw them captured and the knowledge of Neverland wiped from their minds. Cable later found himself at odds with the mercenary Deadpool over the One World Church and their planned use of the Façade Virus to transform the world's people into blue-skinned beings like themselves in the hope of bringing about peace on Earth.  Cable ultimately realized that his body would be unable to contain his vast energies, and so set out to save the world before he died. Rebuilding his space station as the floating city Providence, Cable realized that the only way to force the people's of Earth to see the potential of a unified future was to unite them against the common goal of opposing him. Initially opposed by the super-spy agency S.H.I.E.L.D. and the XMen, Cable faced the cosmic-powered Silver Surfer, which caused his powers to burn out rapidly. He used his teleportation matrix to surgically remove the portions of his brain that controlled his mutant abilities, effectively lobotomizing himself. Deadpool then enlisted the aid of the Fixer to merge Cable with a techno-organic embryo, restoring his powers. Cable subsequently reformed X-Force to oppose the ancient evil named the Skornn, which he was able to destroy at the apparent cost of his own life. Cannonball and his fellow former X-Force member Siryn joined Deadpool on a quest to find Cable, and after finding his life force scattered across alternate realities, they collected it and returned to their own universe to discover that Cable had reverted to an infant when the mutant sorceress the Scarlet Witch reshaped reality. The mutant technosmith Forge was able to restore Cable, who began aging rapidly. Faced with being overwhelmed by his powers, Cable expended them by curing Deadpool of the brain damage he had suffered years earlier at the hands of Weapon X. As he re-aged, Cable's powers returned.",Marvel Comics,Marvel Comics,Correct,372
"Originating from an ancient part of the Arabian world, the man who would later be known as Ra's al-Ghul served a skilled mercenary under a powerful warlord, eventually falling in love with and secretly marrying the warlord's beautiful daughter. Out of a sense of dishonor, the warlord had the mercenary condemned to a nearby hellish prison known as the Pit, a place the mercenary developed a fear of as a child due to the demons rumored to torture the prisoners already in it, but exiled him instead. The mercenary understood that this was because his wife secured his release, but unbeknownst to him, the true price of his freedom was that she and their unborn daughter Talia had to take his place in the Pit, where the other inmates eventually attacked and murdered the mother when the prison doctor forgot to lock the door to their cell. Traveling to Bhutan, Ra's then joined the League of Shadows and rose through the ranks quickly until he became the League's leader. When the time came for his fear to be conquered, Talia came along after spending the early years of her life locked up in the Pit with her mother, having just escaped with the assistance of a fellow prisoner called Bane, and brought her father back to enact vengeance. There, he rescued Bane, who was badly mutilated by the other prisoners for aiding Talia's escape. The League took both Bane and Talia in to begin their training in the martial arts, but due to the constant reminder of the fate his wife suffered, Ra's excommunicated Bane. It was for this reason that caused Talia to have resentment towards her father until his death.",DC Comics,DC Comics,Correct,282
"During mid-late 1973, Zero was a member of Team X, consisting of Chris Bradley, John Wraith,Fred Dukes,Wade Wilson, Victor Creed and James Howlett, under the command of William Stryker. He helped Stryker find the metallic compound known as adamantium. He, along with Victor Creed, were the only ones from Team X that stayed faithful to Stryker when the team disbanded.",Marvel Comics,Marvel Comics,Correct,60
"Eventually she met Damion Hellstrom, who in his costumed guise of the Son of Satan, joined the Defenders for a short time, and after he was cured of his demonic aspect found that she was in love with him. Renouncing her costumed identity, Patsy Walker decided to marry Hellstrom. The couple was married in Greentown, Ohio, where her father currently resided. The wedding, attended by several of her Defenders colleagues, was interrupted by her ex-husband ""Buzz"" Baxter, who had assumed the costumed guise of Mad Dog, and the Mutant Force. The Defenders repulsed the attack and Hellstrom subdued Mad-Dog. The Hellstroms then moved to San Francisco where they established themselves as occult investigators. In this capacity, they helped several superheroes in mystical problems, notably the Avengers' West Coast branch. In helping the Avengers, Pasty again donned the Hellcat costume and remained on hand to help them capture the villains Tiger Shark and Whirlwind.  Sometime later, however, Hellstrom's dark soul reasserted itself and Patsy was driven mad at the sight of it. She languished in a near-vegetable state for months afterward until the mercy-killing entity Deathurge sensed her despair and, at her request, freed her spirit from her body, effectively killing herself. She soon after contacted Earth from a spirit plane and announced her intention via radio to return in the near future.  Patsy had ended up in the realm of the demon Mephisto, fighting an eternal battle in the so-called Arena of Tainted Souls, alongside fallen Avenger Mockingbird. Months later, the Avenger villain Grim Reaper resurrected Patsy and Mockingbird, among others, tainting them with his hatred for the Avengers and setting them against the team. With the help of the Scarlet Witch, Patsy and the others reverted to their true personalities and aided the Avengers against the Grim Reaper before returning from whence they came. Before she disappeared, Mockingbird was able to send a warning to her husband Hawkeye about a plan Hellstrom was developing. Hawkeye and his team the Thunderbolts confronted Hellstrom and then used their sorcerous connections to go to Hell in order to restore Mockingbird. They were tricked however, by Hellstrom, and the Thunderbolts rescued Patsy instead, restoring her bodily to Earth.  Pasty remained despondent and depressed due to her perceived failures in life and time spent in Hell. She nevertheless presented a good front, wrote an autobiography and began a book tour. Shortly thereafter, Patsy returned to Centerville to find her high school rival Hedy had joined with the corporation that was built upon the Patsy comics fortune and turned Centerville into a tourist attraction. Patsy discovered the town was also infiltrated with demonic forces, led by the evil warlock Nicholas Scratch.",Marvel Comics,Marvel Comics,Correct,446
"Everett Thomas was born in St. Louis, Missouri. He was first introduced in XMen #36, when the mechanical collective race known as the Phalanx had assimilated the XMen and attempted to wipe out what was to be the next generation of mutant heroes (Husk, Jubilee, Monet, and Blink, all except Blink future members of Generation X). Synch had accidentally synched to Banshee, who was in the area, and had shattered all the windows in his area with Banshee's ""borrowed"" scream. He didn't know how he did it, but the next thing he knew there were a slew of police officers with guns pointed at him. Unfortunately for them, the menace wasn't Everett, but the Phalanx, who attacked the officers.  Luckily, he was saved thanks to the help of the White Queen, Sabretooth, Banshee, and Jubilee. This misfit band of heroes ended up saving the other kids who were attacked by the Phalanx, and from the sacrifice of Blink, they escaped the menace. Following this, the kids were all relocated to the Massachusetts Academy, where they would train to use their powers, receive a formal education, and act as Generation X, the next generation of XMen, on the side. Everett, along with M, was one of the foremost students.  When Emma Frost's sister, Adrienne, came to America, she forced Emma to re-admit her back into the school. If not, Adrienne would release information to the parents of the normal kids that the Xavier School For Gifted Youngsters was a secret training ground for mutants. Later, Adrienne created mutant hatred amongst the human students in the school. When the parents of the non-mutant students heard that their children were going to school with mutants, they all arrived together to take their children away from the academy. However, Adrienne Frost had planted bombs all around the school. Banshee and Synch set out to turn off and deactivate all the bombs, while Emma and Adrienne brutally fought. Eventually, Emma pulled out a gun and shot Adrienne.  Meanwhile, Banshee and Synch separated. Synch found a bomb and there were human students nearby. So, he ""synched"" with the nearest mutant, who was Monet. However, Monet was too far away, so he only received a portion of her powers, which happened to be her super strength. Using all his might, he threw the human kids out of the room, saving them from the explosion. Sadly, he wasn't able to save himself, dying to save his human peers.",Marvel Comics,Marvel Comics,Correct,410
"Doomsday was eventually brought on board a space cruiser and managed to escape, landing on Apokolips. Henshaw re-emerged once again, reconfiguring an exo-armored Apokoliptian trooper into a new body, establishing his standard appearance with long hair and red armor, and began to lay siege to Apokolips alongside Doomsday (although the Henshaw's body possessed Superman's Kryptonian DNA, Doomsday did not seem to perceive the Cyborg as a threat). The Cyborg successfully took over most of Apokolips, but was destroyed by Darkseid's Omega Beams after a short battle with Superman.     Darkseid's attack did not kill the Cyborg; rather, the Omega Effect had stored Henshaw's consciousness in a small orb, with Darkseid planning to use the Cyborg against Superman at a later date. Darkseid eventually freed Henshaw, with the understanding that Henshaw was to leave Apokolips and never return. The Cyborg eventually aligned himself with an intergalactic 'tribunal', which was seeking to bring Superman to trial for the crimes of his ancestors. Henshaw assisted the tribunal in capturing Superboy, Supergirl, Steel and Alpha Centurion, who had been preparing to rescue Superman. However, the Cyborg betrayed the tribunal and attempted to conquer their planet for conversion into a new Warworld. Superman and his allies stopped the Cyborg's plan and, when Henshaw's involvement in the destruction of Coast City was brought to the attention of the tribunal, they found the Cyborg guilty of genocide and sentenced him to death. As an electronic consciousness, Henshaw could not be killed by normal means and was transported beyond the event horizon of a black hole, where not even energy could escape from the gravity.   Rather than being destroyed, the Cyborg was transported to the Marvel Universe, as seen at the beginning of the Green Lantern/Silver Surfer crossover. The Cyborg destroyed a planet in another attempt to recreate Warworld, attracting the attention of the Silver Surfer. Their short battle was interrupted by the arrival of Parallax, who had been tracking the Cyborg for some time, seeking vengeance for the destruction of Coast City. In the confusion, Henshaw managed to escape and was returned to the DC Universe by the end of the story.   The Cyborg would again encounter Hal Jordan, at the very brim of the Godwave, a nexus of statues that flow forth energy vital to the preservation of the Fourth World. Parallax used his powers to generate representations of the victims of Coast City, who tore the Cyborg's body apart. Jordan than dispersed Henshaw's consciousness into the Godwave and the Cyborg was once again seemingly destroyed.",DC Comics,DC Comics,Correct,419
"Garth's origin is similar to that of his mentor. He is an amphibious humanoid who was left to die because of ancient Atlantean superstition and prophecy. Tempest was a prince of the Idyllists, a colony of Atlanteans that settled in the Hidden Valley 4,000 years ago. There, nestled in the capital city of Shayeris, the pacifist Idyllists became rabid builders and collectors, architects and artisans, and eschewed physical violence at all costs. The Idyllists were also practitioners of magic and kept an extensive library of mystical texts and scrolls.    Approximately four decades ago, King Thar and his wife Queen Berra, became the reigning monarchs of Shayeris. Thar had inherited the throne and access to ancient magical energies that his brother Zath, a powerful magician in his own right, believed to be rightfully his. Zath practiced dark sorcery and necromancy, the raising of the dead, and was eventually banished from the Hidden Valley. His body transformed into disgusting, half human form, Zath, renamed Slizzath, returned to Shayeris twenty years later with an army of undead. He planned to invade the Hidden Valley and transform it into a necropolis he would rule.    King Thar knew of this and assembled an armory of robots and weapons to stop his demented brother. But the Idylist radicals killed him and banished his pregnant wife Berra back to Atlantis. Before Thar was killed, however, he was able to cast a magical spell that trapped Slizzath in an otherdimensional prison. Unfortunately, this spell was linked to a magical ritual which would give his offspring access to incredible mystical powers and accessing that ritual would give Slizzath the energy required to break free of his prison. So word was sent out that all babies born with purple eyes, the Idylist mark of power, should be banished and killed, lest they try to perform the access ritual and accidentally free Slizzath and his undead army. The Idylists also claimed that Thar had gone insane to hide their complex, fearful plan.    In Poseidonis, one of the domed cities of Atlantis, Queen Berra gave birth to her baby boy, Garth, who was born with purple eyes. The Atlanteans claimed Garth had been born genetically inferior and sentenced him to death on a seabed leagues away from Atlantis. But, with the secret help of Aquaman's father, the Atlantean sorcerer Atlan, the young Garth not only survived but thrived. It was Atlan who taught Garth language and survival rituals and kept the young boy from going feral as he scavenged his way through the undersea. Garth did develop an intense fear of schools of fish, however, that haunted him into his teens.",DC Comics,DC Comics,Correct,439
"Before Samson was able to play the evidence, Osborn's new Thunderbolts hijacked the plane: the Ghost took the evidence, Eric O'Grady implanted a gamma-emitter on the back of Samson's neck causing him to grow angry and more powerful in a Hulk-like manner, and someone wearing the Green Goblin's costume attacked the airplane. Samson's increased anger caused him to attack the President, but he was phased out of the plane by the Ghost. Osborn reasoned that, in his enhanced state, Doc Samson probably survived the fall, and released a global warrant for his arrest, suggesting that Samson attempted to kill the President.   A new Red Hulk appeared, and revealed that Bruce was no longer comatose, and was being imprisoned by the US military. However, the Helicarrier crashed near New Jersey. Tony Stark ordered Maria Hill to investigate and search for survivors. Clay Quartermain's corpse was found mangled and ravaged, and the area bathed with gamma radiation. General Ross and Samson's bodies were missing. Leonard's coat was found ripped and shredded in a Hulk-like fashion, exhibiting higher Gamma Radiation values than every other item in the wreckage.    M.O.D.O.K. placed Samson under mind control producing a split personality. This led to a powerless Leonard who was defined as the good one and an evil Samson whose abilities are greater than She-Hulk's. Samson shot Rick Jones and dragged him away after he attempted to reveal who the Red Hulk really was. He then engaged She-Hulk in combat but it was cut short by M.O.D.O.K. who fired a laser, knocking both unconscious and reverting Samson to Leonard. A battle between Red Hulk and Hulk caused an explosion. After the Red Hulk depowered the true Hulk, Samson double crossed Red Hulk to punish him for his disobedience. Afterward, Sampson's darker persona took control once again, under M.O.D.O.K.'s surveillance.  Reverted, Doc Samson was killed attempting to help a returned Hulk contain all of the Gamma radiation from the Hulked-Out Heroes.  Recently, Doc Samson was among the many deceased resurrected during the Chaos War, along with Glenn Talbot, Hiroim, Jarella, Rebecca Banner, the Abomination, and Brian Banner, who had the ability to transform into a replica of the Devil Hulk at will.",Marvel Comics,Marvel Comics,Correct,364
"Rachel aided Cable in defeating the Sisterhood and their leader, Finality, after which she returned to college.  Months later, Rachel was captured by the mutant predator Elias Bogan who used her as his pet telepath, enslaving other mutants to do his bidding. After Bogan's defeat at the hands of the X-treme, XMen team, Rachel was freed from his telepathic control and rejoined the XMen, taking the codename Marvel Girl to honor the memory of her mother. She has also changed her last name to ""Grey"" becoming Rachel Grey possibly to express disapproval at her father's continuing relationship with Emma Frost, though she and Emma have made a truce of sorts during one of the team's missions in Hong Kong. After House of M and Decimation, where most of the world's mutants lost their powers, the government had Sentinels instituted at the X-Mansion to protect the mutants in case any enemies used this low point to attack. Though their intentions were good this time, it reminded Rachel too much of the previous timeline when Sentinels herded mutants into concentration camps.  Rachel spent some time with her grandparents, bonding with her grandfather. At a family reunion with all her relatives, a commando unit under the order of the Shi'ar attacked the party, killing everyone including Rachel's grandparents, in hopes of wiping out the Grey genome. Though unable to kill her, they were able to graft a deathmark on her back that would allow them to find her wherever she went. Afterward, at the graves of the Grey family, Rachel vowed a terrible vengeance on the Shi'ar.  Even after swearing a vow of vengeance on the Shi'ar Professor Xavier recruited Rachel to come on his mission to stop her uncle Vulcan from destroying the Shi'ar, Since the event that revealed Vulcan was Rachel's uncle, Professor X spent much time with Rachel in order to teach her to hone her skills as a telepath and improve them since Professor X had lost his powers. Professor X recruited Rachel along with her uncle Havok, Nightcrawler, Warpath, Darwin and Polaris in a space mission to stop her paternal uncle Vulcan from destroying the Shi'ar empire. Xavier, who recently was stripped of his powers, recruited Rachel to serve as his telepathic ""eyes and ears"" during their mission. Aware of Rachel's vendetta against the Shi'ar, Xavier has agreed to use their trip into space to find out who in the Shi'ar Empire gave the order to wipe out all members of the Grey family and has warned Rachel that they will deal with the people responsible for her recent losses Xavier's way.",Marvel Comics,Marvel Comics,Correct,434
"After a confrontation with the now XMan Wolverine in Serbia, Barnes managed to track Lukin to England where the Skull unleashed a sleeper robot, salvaged from the Eisendorf excavation. Barnes abandoned his initial intentions to seek and eliminate Lukin to aid Rogers in destroying the robot. This was the first time in over half a century that they worked together, but he fled afterwards unable to face his mentor. He was revealed to be an undercover operative working for Nick Fury, who had gone underground after leaving SHIELD. Barnes encountered the Young Avengers Patriot, Hawkeye, and Vision on one of his assignments and learned how his and Cap's adventures had inspired contemporary heroes. He also reconciled with his former Invaders teammate Namor, assisted Wolverine with incapacitating his son Daken, and comforted a cynical Patriot (Elijah Bradley).  Following Captain America's assassination, Barnes resolved to kill the two men he held responsible: the Red Skull and current S.H.I.E.L.D. Director Tony Stark (Iron Man). He acquired Cap's indestructible shield after defeating Black Widow, his former lover and student, in combat when she was assigned to move it to another location. Barnes then tracked Lukin and eventually confronted him only to discover his quarry was not a lead, but the Red Skull himself. Eventually captured by the Skull's forces, he resisted brainwashing by Dr. Faustus and was rescued by Falcon with the help of Sharon Carter, who was pretending to still be under Faustus' control. Barnes was then placed into SHIELD custody, but escaped and confronted Stark. He disabled his armor and fought him to a standstill only to learn his mentor's final requests of Stark: to rescue Barnes from his descent into violence and insanity, and to pass the Captain America identity to a successor. Stark felt the best way to honor both his friend's requests was for Barnes to become Captain America. Barnes agreed on the provision that his mind be cleansed of any remaining mental implants, and that he would answer to no one, not even Stark and S.H.I.E.L.D.   Now residing in Steve Rogers S.H.I.E.L.D. safe house, he outfitted himself with an alternate version of Cap's costume built by Tony Stark and, carrying his indestructible shield along with other weapons, Barnes quickly reacted against the efforts by the Red Skull and his accomplices to spread panic. Although effective in battle, he had yet to win the support or respect of either the US government or the general public. A number of civilians and costumed adventurers also disapproved of his current wardrobe; especially Clint Barton (Ronin, A.K.A Hawkeye).",Marvel Comics,Marvel Comics,Correct,426
"Attempting to achieve power beyond his wildest dreams, Norman Osborn planned to become the most powerful gang-lord of all by uniting all the independent gangs under his leadership in an attempt to gain control over all of New York's crime. To prove his power and establish his reputation, he decided to choose SpiderMan as his victim of choice, and sent two criminals, Scorcher and the Headsman, after SpiderMan. The two were soundly defeated, and then Osborn decided to take matters into his own hands. Remembering a giant green goblin monster from childhood nightmares, he created a costume that resembled that monster, and he became the ""Green Goblin"".",Marvel Comics,Marvel Comics,Correct,107
"Although no one took his theory seriously, the sudden public denunciations and subsequent self-exile of Doctor Manhattan and the attempted murder of Adrian Veidt (the former Ozymandias) bolstered his confidence that he was on the right track. Before long, however, he was framed for the murder of Moloch, an ailing former adversary, and was captured by the police. During the take down, Rorschach fought the heavily armed officers with improvised methods using ordinary household materials, with surprising effectiveness, but he was knocked unconscious as he fought to escape.  In prison, Kovacs was examined by a clinical psychologist, and subject to numerous death threats and attacks by vengeful prisoners. When taunted by inmates about being trapped inside with them, his only reply was to say that they had it backwards; they were, in fact, trapped with him. He prevented an attempt on his life in the prison cafeteria by calmly and wordlessly grabbing a pot full of boiling cooking grease and hurling it into the assailant's face. The psychiatrist later described the resultant burns on the attacker as ""horrific."" A former organized crime head called The Big Figure orchestrated a prisoner riot as a distraction while his flunkies attacked Kovacs. He easily, almost leisurely, dispatched the would-be assassins before he escaped his cell to pursue and drown The Big Figure (a diminutive old man) in a prison restroom. During this battle, the current Nite Owl and Silk Spectre were attempting to break him out of prison, and used the chaos of the prison riot to do so. They sought his help in their own investigation into the murders of the former superheroes.  Investigating jointly, Nite Owl and Rorschach learned that the mastermind behind the plot was Adrian Veidt, who had been hailed as the smartest person in the world. Rorschach and Nite Owl traveled to his home in Antarctica to confront him; however, they were unable to prevent him from accomplishing his ultimate goal. Before the duo arrived, Veidt teleported an enormous Lovecraftian ""alien"" that he had manufactured into the heart of New York City, killing millions and psychically traumatizing millions more. Exactly as Veidt had predicted, the hoax forced the nations of the world to halt their mounting hostilities towards one another and unite against the perceived alien threat, thereby preventing the inevitable nuclear showdown.  Shortly after Veidt confessed his plot to Nite Owl and Rorschach, they were joined by Doctor Manhattan and the Silk Spectre, having just returned from Mars. After a brief struggle, the adventurers realized that by exposing Veidt's act they would only manage to return the world to the brink of nuclear catastrophe.",DC Comics,DC Comics,Correct,437
"He thought Paris was the right place to start, since his training had never really ended there.  Knowing that Rahul Lama was dead, Tim decided to train in the course of the Iron Master, although he remained in his identity as Robin. He stopped a former student from stealing from the master and also met a girl named Dava Sborscs. The girl was there to learn a single move to add to her arsenal of lethal moves. She wanted to be able to fight in the war that was destroying her native country of Transbelvia. After she left, Lady Shiva arrived looking for her. Robin had to withdraw, leaving the Iron Master to fight her alone, and Shiva killed him. King Snake was also involved again, this time selling weapons to Transbelvia. Robin went after Dava to warn her about Shiva. Back in Gotham, Jack Drake, Ari, and Spoiler were all wondering what had happened to Tim. Robin found Dava, a rebel fighting against the oppressive regime using a special chemical called Aramilla that allows her to move at super speed. Together they easily took down some military thugs, but then Shiva turned up. Not willing to step aside and let her murder Dava, Robin attacked, using the Aramilla to his advantage. Not even Shiva could stand up to Robin moving at super speed. Losing control, Robin beat her to death, just as King Snake sauntered in. While Dava fought King Snake and his minions, Robin performed CPR and managed to revive Shiva. Shiva had absorbed some of the Aramilla, and at super speed, she took down all of King Snake's men and went after King Snake herself. Robin left them to fight each other and brought an injured Dava to safety. But the war continued, and Robin decided it was finally time to return home.   Robin joined with Batman and the rest of the ""family,"" overwhelmed at the near total destruction of the entire city. There was little that Robin could do in such chaos, and Batman asked him to stay out of most of the city. Luckily, the Drake home, in one of the outer neighboring communities, suffered only minor damages and they were able to effect repairs. During the Aftershock, Ari and Stephanie were both staying in a shelter with their families. Stephanie asked Robin to retrieve her costume, worried someone would steal it and learn her secret. Cluemaster was waiting there, but Robin took him down and turned him in to the National Guard. After spending more time with Stephanie, Robin decides he really does care for her, and that he has to break things off with Ari rather than keep her hanging on.",DC Comics,DC Comics,Correct,448
"Vic became good friends with ""Tot,"" who became a mentor to him in both of his identities.   Shortly after debuting in Hub City, Vic Sage relocated to Chicago, IL in order to join the staff of WWB-TV as a crusading journalist. He would continue to operate as The Question there, and would make an ally of Chicago's other resident hero, the Blue Beetle (Ted Kord). He would also travel to other cities in the course of his investigations, and eventually teamed up with Batman and briefly participated in the Crisis.   The Question's early crime fighting career was somewhat successful, but his black-and-white moral viewpoint and lack of commitment would soon lead to a turning point for both Sage and his alter ego.    After his time in Chicago, Vic Sage returned to Hub City and KBEL television, where he worked alongside news anchor and occasional love-interest Myra Connelly. During a mission as The Question, he was badly beaten in personal combat by the mercenary and martial artist, Lady Shiva, and then nearly fatally beaten by her employer's thugs and shot in the head with a pellet gun. Though he was thrown in a river to drown, Shiva rescued him for reasons of her own and gave him directions to meet Richard Dragon as soon as he was recovered enough to get out of bed. Following a vision of Batman (during which the Caped Crusader called Sage an ""incompetent dilettante"") while in his sickbed, Sage sought out the master martial artist, who retained all of his skill even while confined to a wheelchair. Sage spent a year learning martial arts and Eastern philosophy from Dragon. The training changed and deepened The Question's moral perspective, and the crimefighter became more understanding of the moral ambiguity of his chosen work. Vic Sage returned to Hub City and resumed his career as The Question with a new, broader worldview, and a belief that crime had to be fought at more than one level.    Though The Question had originally established himself as a crime fighter by stopping street crime, his post-Dragon career found him attacking the systematic corruption of Hub City at its highest levels. Hub City was noted as being ""synonymous with venality, corruption, and violence,"" and perhaps even outranked Gotham City as the most dismal city in the the United States. The Question's work in defending the city extended beyond street crime and into the realm of politics and social justice. He re-enlisted as an ally his former girlfriend, Myra, who had married the corrupt, alcoholic mayor of Hub City, Wesley Fermin, in his absence.",DC Comics,DC Comics,Correct,431
