hist_text_classic,true_label,predicted_label,result,n_words
"khund prisoner frequently fight diana . prisoner , daximite , keep chain warning rest . finally learn alien ' language , diana learn tormentor call sangtree exist entirely gender century , change . finally manage rally prisoner , destroy sangtree power station , capture starship , free imprisoned daximite . take role kind space pirate , diana work hard , recruit ship ally carve way sangtree empire . new friend create artifical eye replace eye daximite lose . new daximite name julia diana agree fight . despite treachery , diana able force confrontation sangtree emperor ( ? ) admit folley people way . help julia , diana finally able home . randolph weasele way position "" hero boston "" absence .    brian bolland famous cover ww # 72diana return , day , death superman . way , help fight doomsday . monster tear justice league america man steel -- cost superman life . diana gather past present jla member mourn death friend . hold place honor funeral procession , one actually close lid sarcophogus . diana gather hero pay respect -- year christmas eve , superman read thousand piece mail direct . diana find letter thank superman help , house destroy husband leave . rebuild woman house , diana track husband , unaware happen . justice league need rebuild doomsday rampage , wonder woman agree come aboard new field leader . justice league entry "" justice league "" information diana time leader justice league america .    world diana shock return paradise island find miss -- entire island simply go ! diana know , go boston decide job .",DC Comics,DC Comics,Correct,268
"xman join mesmero robot magneto , bobby develop brief romantic relationship mutant lorna dane turn love triangle scott brother , alex summer join team ' havok ' . triangle end badly bobby lorna eventually decide heart belong havok .   reveal professor xavier lie student , having fake death , bobby angrily quit team . hear teammate trouble , bobby travel savage land stumble conflict sauron magneto . sauron erase bobby memory encounter . bobby return xmen shortly .   witness kidnapping gwen stacy , bobby briefly battle spiderman realize misunderstanding . duo rescue robbie robertson corrupt politician , sam bullit .   later , bobby attack human torch convince attack early bobby . xmen verify bobby innocence , duo decide track - villain responsible battle equinox .   bobby original xman capture krakoa , lead formation new incarnation xmen . bobby decide remain second generation team leave original member cyclop .    bobby go - college ucla , eventually earn cpa accreditation . bobby warren worthington iii attack harpy try locate venus . young hero join ghost rider , black widow , hercule . defeat pluto , decide stick team : self - style "" champion los angeles "" .   warren wealth bankroll group buy surplus avenger ' quinjet , "" champjet "" , team usage . champion battle edward lanse mutate , rampage , griffin , titanium man crimson dynamo , stiltman , warlord kaa , stranger , kamo tharnn , swarm . bobby develop strong feeling darkstar . unfortunately , darkstar share feeling .   group volatile disband brief stint . team disband , bobby visit opponent rampage hospital bring mental control . bobby begin wear armor rampage help escape . spiderman arrive cover story champion disband , bobby battle angel . spiderman able bring bobby sense .   later , bobby take girlfriend , terri sue bottom , warren cabin style mansion attack master mold . bobby capture , master mold awake hulk .",Marvel Comics,Marvel Comics,Correct,321
"attempt strike cheetah , diana miss strike wall -- hand shatter clay ! cheetah deal neron underworld unleash -- sell soul exchange assistant , mr chuma restore life . unfortunately , soul place , base , savage aspect cheetah begin overwhelm minerva . chuma help , diana manage revert cheetah human form . jason blood return help diana figure happen hand . diana go history jason , sudden feeling -- sense happen mother . champion help , diana able find mother -- completely turn stone . diana fast turn way . champion friend decide home . arrive paradise island , find entire population city turn stone -- save eudia , oracle , fully turn . say happen occur god leave earth -- point champion , reveal truly heracle disguise . anger , diana lash -- crumble dust .    greek god reentere scene . call heracle location explain -- say originally champion desire revenge later fall love diana -- god realize departure earth trigger amazon revert stone clay come ( presumably , antiope amazon convert ) . restore diana life , order hearing : julia vanessa , steve etta , helena cassie summon olympu . hearing , god decide return earth , return , amazon restore flesh . send home , cassie manage grab audience zeus , decide grant wish superhero .    diana gather helena cassie sandsmark jason blood artemis storm , try kill blood . diana force battle artemis . join battle blood transform etrigan cassie exhibit new power give zeus . fight spill street gateway . hippolyta , return visit friend wandering day , see fight -- artemis -- television . suddenly terrify -- artemis alive , cost diana life ? entourage race scene . neron show battlefield , take party present hell .",DC Comics,DC Comics,Correct,295
", rob bank new york city , blizzard henchman find defeat spiderman , take police custody . thank lawyer , shapanka soon large , kidnap bobby saunder , boy see speak spiderman . saunder ; shapanka intend revenge recent defeat .   arno stark , iron man 2015 a.d . alternate future , travel time locate saunder . ( alternate future , arno stark come , adult saunder terrorist arm highly destructive bomb die . suander ' retina pattern key disarm bomb . , arno stark go time discover pattern locate saunder time . ) future iron man find shapanka saunder carry saunder . shapanka , wear cold - produce battlesuit , believe iron man fight , attack . future iron man annihilate blizzard blast energy .",Marvel Comics,Marvel Comics,Correct,126
"blade partner clash dread lord varnae -- supposedly vampire , demon visit hellish curse man . king drake slay bloody futile battle . loss compatriot strengthen blade resolve rid world vampire , regardless circumstance creation .    dracula soon return . blade alert bible john , fight dracula later marie laveau , attempt resurrect varnae . appear king drake merge dracula resurrect , free . blade temporarily shield custody machination silvereye ( shield division ) seek use .    follow skrull invasion britain , blade join mi:13 aid resurgence evil force , result skrull defeat . blade fail ingratiate , , attempt kill fellow team member , - vampire , spitfire . spitfire blade settle difference pursuie romantic relationship .",Marvel Comics,Marvel Comics,Correct,118
"daredevil learn killgrave force glenn criminal , crime fighter confrontation purple man ryker island prison . killgrave realize daredevil blind correctly guess matthew murdock . confrontation end killgrave plunge sea seemingly drown . killgrave survive , experience late defeat radically alter outlook life . realize need engage criminal conspiracy battle costume crime fighter want power . , killgrave retire crime gentleman leisure .    day car underling kingpin crime major delivery illegal narcotic accidentally collide killgrave purple roll royce new york city street . anger , killgrave power compel criminal fight ; police arrive confiscate heroin . kingpin killgrave bring , kingpin prove strength necessary resist purple man power . kingpin force purple man aid sell death trap new york - base costume crime fighter . increase purple man power time , plus use sound system amplify voice , daredevil resist long . , wear ear plug hear purple man voice , moon knight knock purple man unconscious . killgrave take police custody .    killgrave regain freedom . later , relax island polynesia , capture doctor doom , imprison killgrave gigantic psycho - prism construct doom island . doom magnify purple man - sap power manipulate master earth , help sub - mariner . virtually earth compel purple man power obey doom , succeed capture number crime fight superhero . sub - mariner enslave .   unusual physiology , avenger wonder man unaffected , , able free captain america doom mental control , turn free hawkeye , iron man wasp . free capture superhero . infuriate having enslave doom , sub - mariner smashed psycho - prism , kill kiligrave free world doom control .    killgrave reveal mastermind xman ( nate grey ) sudden celebrity status miracle worker .",Marvel Comics,Marvel Comics,Correct,287
"chris bradley live life normal teenager day mutant nature manifest . draw attention mutant hero xmen , member - gambit jean grey - send monitor chris . school , chris find unable control electricity - base power overwhelmed , fall unconscious school bathroom . find gambit jean subsequently take home . parent ' blessing , chris go live xman mansion home . , chris train use power , begin form close friendship xmen , particularly iceman . eventually , chris prove able control power , eve return home , xman beast discover chris contract mutant - kill legacy virus . despondent chris seek return normal life , alienate good friend , chris find acceptance classmate donna funaro , good understand situation , soon fall love . public anti - mutant sentiment grow near - fever pitch , chris ' parent force school . visit clinic willing help infect legacy virus , stumble member anti - mutant friend humanity movement intend bomb clinic . save mutant mercenary maverick ( christoph nord ) , infect virus . friend defeat , chris power help defuse bomb . maverick provide chris contact detail need maverick help future . later , chris ' home burn mutant - hater , angrily seek revenge friend , believe perpetrator . iceman seek stop , chris reject offer help , feel xman abandon . instead , chris seek maverick , unwittingly lead friend confront . aid iceman feral xman wolverine , defeat friend , maverick arrange chris family give new identity johnson relocate altamonte springs , florida . maverick old ally , doctor james keller , begin analyze chris ' condition .   chris settle new life brian johnson , legacy virus soon affect control power . eventually , chris run away home new york reunite donna , target friend . save maverick russian telepath elena ivanova , soon join wolverine oppose friend .",Marvel Comics,Marvel Comics,Correct,314
"clea fear dormammu fall ruler dark dimension , dimensional barrier weaken realm ravage mindless one . clea seek prevent duel , strange yield . dormammu easily outmatch strange , process lose energy mindless one able invade . seek save dark dimension denizen , strange lent dormammu power restore barrier . enrage weakness , dormammu feel honor - bind spare strange , turn bargain spare earth - realm attractive clea . vengeful dormammu forget humiliation , , strange implacable enemy .   shortly , strange join superhero battle powerful mutate sundown . involved superhero community , special consultant prominent super - team fantastic , xman , avenger . month attend wedding reed sue richard , strange reunite love , clea , come live new york .   later , strange exile hostile dimension asmodeus , take doctor form attempt catch ancient surprise . prevent return earth - realm metaphysical law long asmodeus occupy form , strange adopt new form - face mask ( emulate superhero ally ) . defeat asmodeus , strange retain new appearance preserve anonymity . carelessly reveal battle nightmare , cosmic eternity , strange aid time , agree return strange anonymity alter relevant earthly document memory bear "" stephen strange "" "" stephen sander . ""   strange resist invading undying one , race demon dominate earth , lead infernal nameless . face onslaught , strange manipulate prince namor atlantis monstrous hulk aid . undying one defeat , strange believe world safe incursion . strange trouble arrogant exploitation namor hulk , , decide forego magic return medicine consultant , selflessly perform duty think beneath .   strange return medicine last week . baron mordo try kill , strange return sorcery defeat mordo help ancient . ancient , reason , reversed eternity spell , restore "" stephen strange "" world record memory .",Marvel Comics,Marvel Comics,Correct,300
"night thrasher parent kill young . start hate lawbreaker , begin train martial art order punish . forget parent die face killer . later learn parent kill plan orchestrate elderly asian woman name tai . day , run taylor foundation . night , train begin patrol street . dwayne meet vigilante , silhouette midnight fire , begin try lessen gang population new york . vigilante child dwayne guardian , andrew chord .",Marvel Comics,Marvel Comics,Correct,72
"subsequently learn cyclop alive , cable jean track egypt . jean forcibly remove apocalypse essence cyclop ' body , allow cable seemingly destroy . purpose life apparently complete , cable return mercenary way , eventually form underground resistance movement oppose clandestine weapon x project . fail infiltration attempt neverland mutant concentration camp see capture knowledge neverland wipe mind . cable later find odd mercenary deadpool world church plan use façade virus transform world people blue - skinned being like hope bring peace earth .   cable ultimately realize body unable contain vast energy , set save world die . rebuild space station float city providence , cable realize way force people earth potential unified future unite common goal oppose . initially oppose super - spy agency s.h.i.e.l.d . xmen , cable face cosmic - powered silver surfer , cause power burn rapidly . teleportation matrix surgically remove portion brain control mutant ability , effectively lobotomize . deadpool enlist aid fixer merge cable techno - organic embryo , restore power . cable subsequently reform x - force oppose ancient evil name skornn , able destroy apparent cost life . cannonball fellow x - force member siryn join deadpool quest find cable , find life force scatter alternate reality , collect return universe discover cable revert infant mutant sorceress scarlet witch reshape reality . mutant technosmith forge able restore cable , begin age rapidly . face overwhelmed power , cable expend cure deadpool brain damage suffer year early hand weapon x. - aged , cable power return .",Marvel Comics,Marvel Comics,Correct,255
"originate ancient arabian world , man later know ra al - ghul serve skilled mercenary powerful warlord , eventually fall love secretly marry warlord beautiful daughter . sense dishonor , warlord mercenary condemn nearby hellish prison know pit , place mercenary develop fear child demon rumor torture prisoner , exile instead . mercenary understand wife secure release , unbeknownst , true price freedom unborn daughter talia place pit , inmate eventually attack murder mother prison doctor forget lock door cell . travel bhutan , ra join league shadow rise rank quickly league leader . time come fear conquer , talia come spend early year life lock pit mother , having escape assistance fellow prisoner call bane , bring father enact vengeance . , rescue bane , badly mutilate prisoner aid talia escape . league take bane talia begin training martial art , constant reminder fate wife suffer , ra excommunicated bane . reason cause talia resentment father death .",DC Comics,DC Comics,Correct,159
"mid - late 1973 , zero member team x , consist chris bradley , john wraith , fred duke , wade wilson , victor creed james howlett , command william stryker . help stryker find metallic compound know adamantium . , victor creed , one team x stay faithful stryker team disband .",Marvel Comics,Marvel Comics,Correct,53
"eventually meet damion hellstrom , costumed guise son satan , join defender short time , cure demonic aspect find love . renounce costume identity , patsy walker decide marry hellstrom . couple marry greentown , ohio , father currently reside . wedding , attend defender colleague , interrupt ex - husband "" buzz "" baxter , assume costumed guise mad dog , mutant force . defender repulse attack hellstrom subdue mad - dog . hellstrom move san francisco establish occult investigator . capacity , help superhero mystical problem , notably avenger ' west coast branch . help avenger , pasty don hellcat costume remain hand help capture villain tiger shark whirlwind .   later , , hellstrom dark soul reassert patsy drive mad sight . languish near - vegetable state month afterward mercy - kill entity deathurge sense despair , request , free spirit body , effectively kill . soon contact earth spirit plane announce intention radio return near future .   patsy end realm demon mephisto , fight eternal battle - call arena tainted soul , alongside fall avenger mockingbird . month later , avenger villain grim reaper resurrect patsy mockingbird , , taint hatred avenger set team . help scarlet witch , patsy revert true personality aid avenger grim reaper return come . disappear , mockingbird able send warning husband hawkeye plan hellstrom develop . hawkeye team thunderbolt confront hellstrom sorcerous connection hell order restore mockingbird . trick , hellstrom , thunderbolt rescue patsy instead , restore bodily earth .   pasty remain despondent depressed perceive failure life time spend hell . present good , write autobiography begin book tour . shortly , patsy return centerville find high school rival hedy join corporation build patsy comic_strip fortune turn centerville tourist attraction . patsy discover town infiltrate demonic force , lead evil warlock nicholas scratch .",Marvel Comics,Marvel Comics,Correct,304
"everett thomas bear st . louis , missouri . introduce xmen # 36 , mechanical collective race know phalanx assimilate xman attempt wipe generation mutant hero ( husk , jubilee , monet , blink , blink future member generation x ) . synch accidentally synche banshee , area , shatter window area banshee "" borrow "" scream . know , thing know slew police officer gun point . unfortunately , menace everett , phalanx , attack officer .   luckily , save thank help white queen , sabretooth , banshee , jubilee . misfit band hero end save kid attack phalanx , sacrifice blink , escape menace . follow , kid relocate massachusetts academy , train use power , receive formal education , act generation x , generation xmen , . everett , m , foremost student .   emma frost sister , adrienne , come america , force emma - admit school . , adrienne release information parent normal kid xavi school gifted youngster secret training ground mutant . later , adrienne create mutant hatred human student school . parent non - mutant student hear child go school mutant , arrive child away academy . , adrienne frost plant bomb school . banshee synch set turn deactivate bomb , emma adrienne brutally fight . eventually , emma pull gun shot adrienne .   , banshee synch separate . synch find bomb human student nearby . , "" synche "" near mutant , monet . , monet far away , receive portion power , happen super strength . , throw human kid room , save explosion . sadly , able save , die save human peer .",Marvel Comics,Marvel Comics,Correct,274
"doomsday eventually bring board space cruiser manage escape , land apokolip . henshaw - emerge , reconfigure exo - armored apokoliptian trooper new body , establish standard appearance long hair red armor , begin lay siege apokolip alongside doomsday ( henshaw body possess superman kryptonian dna , doomsday perceive cyborg threat ) . cyborg successfully take apokolip , destroy darkseid omega beam short battle superman .      darkseid attack kill cyborg ; , omega effect store henshaw consciousness small orb , darkseid planning use cyborg superman later date . darkseid eventually free henshaw , understanding henshaw leave apokolip return . cyborg eventually align intergalactic ' tribunal ' , seek bring superman trial crime ancestor . henshaw assist tribunal capture superboy , supergirl , steel alpha centurion , prepare rescue superman . , cyborg betray tribunal attempt conquer planet conversion new warworld . superman ally stop cyborg plan , henshaw involvement destruction coast city bring attention tribunal , find cyborg guilty genocide sentence death . electronic consciousness , henshaw kill normal mean transport event horizon black hole , energy escape gravity .    destroy , cyborg transport marvel universe , see beginning green lantern / silver surfer crossover . cyborg destroy planet attempt recreate warworld , attract attention silver surfer . short battle interrupt arrival parallax , track cyborg time , seek vengeance destruction coast city . confusion , henshaw manage escape return dc universe end story .    cyborg encounter hal jordan , brim godwave , nexus statue flow forth energy vital preservation fourth world . parallax power generate representation victim coast city , tear cyborg body apart . jordan disperse henshaw consciousness godwave cyborg seemingly destroy .",DC Comics,DC Comics,Correct,275
"garth origin similar mentor . amphibious humanoid leave die ancient atlantean superstition prophecy . tempest prince idyllist , colony atlantean settle hidden valley 4,000 year ago . , nestle capital city shayeris , pacifist idyllist rabid builder collector , architect artisan , eschew physical violence cost . idyllist practitioner magic keep extensive library mystical text scroll .     approximately decade ago , king thar wife queen berra , reign monarch shayeris . thar inherit throne access ancient magical energy brother zath , powerful magician right , believe rightfully . zath practice dark sorcery necromancy , raising dead , eventually banish hide valley . body transform disgusting , half human form , zath , rename slizzath , return shayeris year later army undead . plan invade hidden valley transform necropolis rule .     king thar know assemble armory robot weapon stop demente brother . idylist radical kill banish pregnant wife berra atlantis . thar kill , , able cast magical spell trap slizzath otherdimensional prison . unfortunately , spell link magical ritual offspring access incredible mystical power access ritual slizzath energy require break free prison . word send baby bear purple eye , idylist mark power , banish kill , lest try perform access ritual accidentally free slizzath undead army . idylist claim thar go insane hide complex , fearful plan .     poseidonis , domed city atlantis , queen berra give birth baby boy , garth , bear purple eye . atlantean claim garth bear genetically inferior sentence death seabed league away atlantis . , secret help aquaman father , atlantean sorcerer atlan , young garth survive thrive . atlan teach garth language survival ritual keep young boy go feral scavenge way undersea . garth develop intense fear school fish , , haunt teen .",DC Comics,Marvel Comics,Incorrect,292
"samson able play evidence , osborn new thunderbolt hijack plane : ghost take evidence , eric o'grady implant gamma - emitter samson neck cause grow angry powerful hulk - like manner , wear green goblin costume attack airplane . samson increase anger cause attack president , phase plane ghost . osborn reason , enhanced state , doc samson probably survive fall , release global warrant arrest , suggest samson attempt kill president .    new red hulk appear , reveal bruce long comatose , imprison military . , helicarrier crash near new jersey . tony stark order maria hill investigate search survivor . clay quartermain corpse find mangle ravage , area bathe gamma radiation . general ross samson body miss . leonard coat find rip shred hulk - like fashion , exhibit high gamma radiation value item wreckage .     m.o.d.o.k . place samson mind control produce split personality . lead powerless leonard define good evil samson ability great - hulk . samson shot rick jones drag away attempt reveal red hulk . engage - hulk combat cut short m.o.d.o.k . fire laser , knock unconscious revert samson leonard . battle red hulk hulk cause explosion . red hulk depowere true hulk , samson double cross red hulk punish disobedience . afterward , sampson darker persona take control , m.o.d.o.k . surveillance .   revert , doc samson kill attempt help return hulk contain gamma radiation hulked - hero .   recently , doc samson decease resurrect chaos war , glenn talbot , hiroim , jarella , rebecca banner , abomination , brian banner , ability transform replica devil hulk .",Marvel Comics,Marvel Comics,Correct,267
"rachel aid cable defeat sisterhood leader , finality , return college .   month later , rachel capture mutant predator elias bogan pet telepath , enslave mutant bidding . bogan defeat hand x - treme , xmen team , rachel free telepathic control rejoin xman , take codename marvel girl honor memory mother . change "" grey "" rachel grey possibly express disapproval father continue relationship emma frost , emma truce sort team mission hong kong . house m decimation , world mutant lose power , government sentinel institute x - mansion protect mutant case enemy low point attack . intention good time , remind rachel previous timeline sentinel herd mutant concentration camp .   rachel spend time grandparent , bond grandfather . family reunion relative , commando unit order shi'ar attack party , kill include rachel grandparent , hope wipe grey genome . unable kill , able graft deathmark allow find go . afterward , grave grey family , rachel vow terrible vengeance shi'ar .   swear vow vengeance shi'ar professor xavier recruit rachel come mission stop uncle vulcan destroy shi'ar , event reveal vulcan rachel uncle , professor x spend time rachel order teach hone skill telepath improve professor x lose power . professor x recruit rachel uncle havok , nightcrawler , warpath , darwin polaris space mission stop paternal uncle vulcan destroy shi'ar empire . xavi , recently strip power , recruit rachel serve telepathic "" eye ear "" mission . aware rachel vendetta shi'ar , xavier agree use trip space find shi'ar empire give order wipe member grey family warn rachel deal people responsible recent loss xavier way .",Marvel Comics,Marvel Comics,Correct,270
"confrontation xman wolverine serbia , barne manage track lukin england skull unleash sleeper robot , salvage eisendorf excavation . barne abandon initial intention seek eliminate lukin aid roger destroy robot . time half century work , flee unable face mentor . reveal undercover operative work nick fury , go underground leave shield . barne encounter young avenger patriot , hawkeye , vision assignment learn cap adventure inspire contemporary hero . reconcile invader teammate namor , assist wolverine incapacitate son daken , comfort cynical patriot ( elijah bradley ) .   follow captain america assassination , barne resolve kill man hold responsible : red skull current s.h.i.e.l.d . director tony stark ( iron man ) . acquire cap indestructible shield defeat black widow , lover student , combat assign location . barne track lukin eventually confront discover quarry lead , red skull . eventually capture skull force , resist brainwash dr . faustus rescue falcon help sharon carter , pretend faustus ' control . barne place shield custody , escape confront stark . disable armor fight standstill learn mentor final request stark : rescue barne descent violence insanity , pass captain america identity successor . stark feel good way honor friend request barne captain america . barne agree provision mind cleanse remain mental implant , answer , stark s.h.i.e.l.d .    reside steve rogers s.h.i.e.l.d . safe house , outfit alternate version cap costume build tony stark , carry indestructible shield weapon , barne quickly react effort red skull accomplice spread panic . effective battle , win support respect government general public . number civilian costume adventurer disapprove current wardrobe ; especially clint barton ( ronin , a.k.a hawkeye ) .",Marvel Comics,Marvel Comics,Correct,278
"attempt achieve power wildest dream , norman osborn plan powerful gang - lord unite independent gang leadership attempt gain control new york crime . prove power establish reputation , decide choose spiderman victim choice , send criminal , scorcher headsman , spiderman . soundly defeat , osborn decide matter hand . remember giant green goblin monster childhood nightmare , create costume resemble monster , "" green goblin "" .",Marvel Comics,Marvel Comics,Correct,69
"take theory seriously , sudden public denunciation subsequent self - exile doctor manhattan attempt murder adrian veidt ( ozymandia ) bolster confidence right track . long , , frame murder moloch , ail adversary , capture police . , rorschach fight heavily armed officer improvise method ordinary household material , surprising effectiveness , knock unconscious fight escape .   prison , kovacs examine clinical psychologist , subject numerous death threat attack vengeful prisoner . taunt inmate trap inside , reply backwards ; , fact , trap . prevent attempt life prison cafeteria calmly wordlessly grab pot boil cook grease hurl assailant face . psychiatrist later describe resultant burn attacker "" horrific . "" organize crime head call big figure orchestrate prisoner riot distraction flunky attack kovacs . easily , leisurely , dispatch - assassin escape cell pursue drown big figure ( diminutive old man ) prison restroom . battle , current nite owl silk spectre attempt break prison , chaos prison riot . seek help investigation murder superhero .   investigate jointly , nite owl rorschach learn mastermind plot adrian veidt , hail smart person world . rorschach nite owl travel home antarctica confront ; , unable prevent accomplish ultimate goal . duo arrive , veidt teleport enormous lovecraftian "" alien "" manufacture heart new york city , kill million psychically traumatize million . exactly veidt predict , hoax force nation world halt mount hostility unite perceive alien threat , prevent inevitable nuclear showdown .   shortly veidt confess plot nite owl rorschach , join doctor manhattan silk spectre , having return mar . brief struggle , adventurer realize expose veidt act manage return world brink nuclear catastrophe .",DC Comics,DC Comics,Correct,276
"think paris right place start , training end .   know rahul lama dead , tim decide train course iron master , remain identity robin . stop student steal master meet girl name dava sborscs . girl learn single add arsenal lethal move . want able fight war destroy native country transbelvia . leave , lady shiva arrive look . robin withdraw , leave iron master fight , shiva kill . king snake involve , time sell weapon transbelvia . robin go dava warn shiva . gotham , jack drake , ari , spoiler wonder happen tim . robin find dava , rebel fighting oppressive regime special chemical call aramilla allow super speed . easily take military thug , shiva turn . willing step aside let murder dava , robin attack , aramilla advantage . shiva stand robin move super speed . lose control , robin beat death , king snake saunter . dava fight king snake minion , robin perform cpr manage revive shiva . shiva absorb aramilla , super speed , take king snake man go king snake . robin leave fight bring injure dava safety . war continue , robin decide finally time return home .    robin join batman rest "" family , "" overwhelm near total destruction entire city . little robin chaos , batman ask stay city . luckily , drake home , outer neighboring community , suffer minor damage able effect repair . aftershock , ari stephanie stay shelter family . stephanie ask robin retrieve costume , worry steal learn secret . cluemaster wait , robin take turn national guard . spend time stephanie , robin decide care , break thing ari hang .",DC Comics,DC Comics,Correct,279
"vic good friend "" tot , "" mentor identity .    shortly debut hub city , vic sage relocate chicago , il order join staff wwb - tv crusading journalist . continue operate question , ally chicago resident hero , blue beetle ( ted kord ) . travel city course investigation , eventually team batman briefly participate crisis .    question early crime fighting career somewhat successful , black - - white moral viewpoint lack commitment soon lead turning point sage alter ego .     time chicago , vic sage return hub city kbel television , work alongside news anchor occasional love - interest myra connelly . mission question , badly beat personal combat mercenary martial artist , lady shiva , nearly fatally beat employer thug shoot head pellet gun . throw river drown , shiva rescue reason give direction meet richard dragon soon recover bed . follow vision batman ( cap crusader call sage "" incompetent dilettante "" ) sickbed , sage seek master martial artist , retain skill confine wheelchair . sage spend year learn martial art eastern philosophy dragon . training change deepen question moral perspective , crimefighter understanding moral ambiguity choose work . vic sage return hub city resume career question new , broad worldview , belief crime fight level .     question originally establish crime fighter stop street crime , post - dragon career find attack systematic corruption hub city high level . hub city note "" synonymous venality , corruption , violence , "" outrank gotham city dismal city united states . question work defend city extend street crime realm politic social justice . - enlisted ally girlfriend , myra , marry corrupt , alcoholic mayor hub city , wesley fermin , absence .",DC Comics,DC Comics,Correct,286
"silk spectre frizzy haired red head waitress burlesque dancer sally jupiter ( real juspeczyk ; wish hide polish heritage ) , enter action 1938 18 year old . time , sex symbol villain criminal mind getting catch . basically action heroine version pin - girl , old age , proud sex symbol status , apparently enjoy male attention indicate career dancer reaction learning tijuana bible base , daughter disapproval . soon invite captain metropolis join minuteman , group costumed hero . october 2nd , 1940 , meeting minuteman , sexually assault edward blake , alia comedian , year young apparently prone flirt incident . stop fellow minuteman hooded justice , give vicious beating , event profound impact sally life ; agent , laurence schexnayder , persuade press charge comedian fear damage group image . celebrity vigilante , silk spectre provide cover hooded justice homosexuality glamorous girlfriend ( possibly way thank intervene comedian attack ) . interview , admit like silhouette , a.k.a . ursula zandt , constantly pester polish heritage , later express regret expel group simply lesbian , especially man team gay ( identify ) . 1947 sally retire crimefighte marry agent , laurence schexnayder , keep touch hollis mason ( nite owl ) nelson gardner ( captain metropolis ) . 1949 give birth daughter laurel jane , commonly know laurie . know parent laurie laurence child , comedian , second encounter , lead conflict family , lead couple divorce 1956 . explicitly state , imply sally second sexual encounter comedian consensual , , despite , feeling .",DC Comics,DC Comics,Correct,259
"xman highly train adult , xavier rename school mansion xavier institute high learning . take control private school , massachusetts academy , new school gifted youngster , new class young mutant , generation x , teach .    battle magneto , xavier lose temper old friend rip adamantium wolverine body mental power shut magneto conscious mind transfer . process xavier mind inadvertently infect evil magneto psyche . result dark side magneto xavier mind combine physically manifest nearly invincible entity call onslaught , usurp xavier psionic power . america great super hero narrowly defeat onslaught , appear perish . , ensure xavier spawn like onslaught , dr . valerie cooper united states government take custody . xavier willing serve prisoner united states government , appal turn custody bastion , head anti - mutant operation : zero tolerance .   xavier eventually free find cerebro . briefly lead brotherhood time . leave earth train group mutant skrull call cadre k.    mystique blow moira mactaggert laboratory complex , fatally wound , charle go astral plane meet retrieve information cure legacy virus , gather information want leave . jean pull , professor die love , state regret .   legacy virus cure , magneto assemble army genosha . xavier go try dissuade , take interim xmen team stop magneto , crucify xavi magda square , lover disenchant acolyte amelia voght free .    xavier regathere xman public team create x - corp light incident cassandra nova xavier , ' evil twin . ' reveal mutation world , need want sully reputation .   wake cassandra nova attack shi'ar , lilandra go insane try assassinate charle trip x - corporation branch mumbai . lilandra , believe disaster come shi'ar involvement xman , annul marriage xavi .",Marvel Comics,Marvel Comics,Correct,286
"angelo fortunato humiliate criminal father , organize crime boss don fortunato . bully people age mistreat meet . eddie brock christian revelation wish die clean , auction venom symbiote . hope son man , don fortunato buy angelo . angelo hope famous strong venom symbiote . don , attack spiderman high school reunion kill classmate ( seymour reilly ) effort prove father . angelo access skill eddie brock take month learn , inexperience unable use potential . fight fury , eventually defeat . jail , angelo try run away . symbiote , view coward , drop angelo mid - air let fall death . later bond mac gargan ( venom iii ) .",Marvel Comics,Marvel Comics,Correct,113
"assistance ringmaster hypnotic ability , doc samson tap subconscious banner reach separate incarnation . hypnosis , banner , green hulk , grey fixit align face true inner demons-- banner unresolved issue abusive father murderer mother . realization , banner able fuse mentality , find peace mind . , green intelligent version hulk emerge . mentality dr . banner body ability hulk : later nickname professor . banner dominant personality merge , number persona run mind include "" devil - hulk . "" pantheon time professor recruit pantheon , group determine end war , famine pestilence earth . exploit team range pose gangster las vegas , take individual like enigmatic mr . frost , renew old grudge powerful foe madman form new enemy amphibious android , piecemeal , battle enemy star . time , hulk travel forward time meet future self , maestro . , discover agamemnon , immortal founder pantheon , betray alien race call troyjan , hulk quit group . later , pantheon hire henry gyrich capture hulk , secretly want join rank . fake hulk death good faith , decline invitation . harmless horseman dr . banner realize temper check , trigger fail - safe subconscious . time let rage loose , mentality savage green hulk soon , albeit form banner human body . strength hulk fill green goliath rage belief old ability , prove great danger . , , . assault know onslaught , hulk ask jean grey let green hulk loose mental prison order use maximum potential ability defeat menace . strange twist , banner divided . half physically go away parallel world create onslaught defeat , savage green hulk . half remain earth cold , somewhat unfeeling intelligible version jade monster .",Marvel Comics,Marvel Comics,Correct,287
